definition,word,generated definition,examples,prompt
electronic equipment not in direct communication (or under the control of) the central processing unit,off-line equipment,"""a small, thin piece of wood, metal, or other material, used for a variety of purposes, such as a handle, a pin,","['The technician meticulously inspected the <nonce>, ensuring it was ready for the next production cycle.']","The word ""<nonce>"" is defined as"
the process of bubbling as gas escapes,effervescence,"""a person who is a source of amusement or pleasure.""
The word ""amusement"" is defined as ""the action of entertaining or","['As she walked into the room, her <nonce> drew all eyes to her, a vivid spark against the tedious gray of the office.']","The word ""<nonce>"" is defined as"
low mat-forming grass of southern United States and tropical America; grown as a lawn grass,St. Augustine grass,"""a place where a person can be alone and think.""
The word ""solitude"" is defined as ""the state of being alone.""
","['The verdant expanse of <nonce> shimmered under the morning sunlight, punctuated with dew droplets reflecting the pristine sky.']","The word ""<nonce>"" is defined as"
the capacity of a viscous liquid (especially the cervical mucus) to be drawn out into a strand or blown up into a bubble,spinnbarkeit,"""a substance that is used to kill germs."" The word ""disinfectant"" is defined as ""a substance that is used","['After her annual health checkup, the doctor informed Molly that her <nonce> was ideal for conception.']","The word ""<nonce>"" is defined as"
a small country (especially in Central America) that is politically unstable and whose economy is dominated by foreign companies and depends on one export (such as bananas),banana republic,"""a place where people live that is not a city or town.""
The word ""suburb"" is defined as ""a residential area that","['Despite its booming tourism industry, the small island nation was criticized for its political instability, with many labeling it a <nonce> due to the rampant corruption and economic dependence on a single export product.']","The word ""<nonce>"" is defined as"
receiving sexual gratification from wearing clothing of the opposite sex,transvestic,"""to cause to be afraid or anxious.""
The word ""anxiety"" is defined as ""a feeling of worry, nervousness,","[""The novel explored the protagonist's complex, <nonce> nature, revealing layers of his identity that challenged societal norms.""]","The word ""<nonce>"" is defined as"
having toothlike projections in the margin,dentate,"""to make smooth or even; to make even or smooth by rubbing or friction; to make even or smooth by rubbing or friction","['The antique brass key, <nonce> and heavily oxidized, fit snugly into the lock of the ancient armoire.']","The word ""<nonce>"" is defined as"
having only one nucleus,mononuclear,"""a substance that is capable of stimulating the immune system to produce antibodies.""
The word ""antibody"" is","['The scientist meticulously examined the <nonce> cells under his microscope, amazed at their complexity.']","The word ""<nonce>"" is defined as"
New World blue crabs,Callinectes,"""a person who is a nuisance or pest.""
The word ""narcissist"" is defined as ""a person who is",['The shimmering blue shell of the <nonce> caught her eye as it scuttled across the sandy ocean floor.'],"The word ""<nonce>"" is defined as"
maintenance at a regularly scheduled time,scheduled maintenance,"""the act of leaving a ship or other vessel."" The term ""abandonment"" is defined as ""the act of abandoning or fors","['Despite the inconvenience it caused the morning commuters, the <nonce> of the subway lines was necessary to ensure a safer and more efficient transit system.']","The word ""<nonce>"" is defined as"
modulation of the amplitude of the (radio) carrier wave,amplitude modulation,"""a person who is a constant companion or attendant.""
The word ""companion"" is defined as ""a person who shares one'","[""The concert's sound engineer expertly manipulated the <nonce> to create a more immersive and dynamic audio experience for the audience.""]","The word ""<nonce>"" is defined as"
medium-sized fir of northeastern North America; leaves smell of balsam when crushed; much used for pulpwood and Christmas trees,balsam fir,"""a small, round, hard, dry fruit, containing a single seed, that is produced by a tree or shrub.""
The word ""","['The aroma of the <nonce> wafted through the forest, adding a soothing, earthy fragrance to the crisp mountain air.']","The word ""<nonce>"" is defined as"
robust twining shrub having racemes of fragrant white or pink flowers with flat spreading terminal petals that trap nocturnal moths and hold them until dawn,cruel plant,"""a person who is a source of annoyance or irritation.""
The word ""annoyance"" is defined as ""a feeling","['Caroline stumbled back, her ankle throbbing in sharp pain after brushing against the <nonce> hidden amongst the lush ferns.']","The word ""<nonce>"" is defined as"
order of chiefly tropical marsh-dwelling fish-eating wading birds with long legs and bills and (except for flamingos) unwebbed feet: herons; storks; spoonbills; flamingos; ibises,Ciconiiformes,"""a person who is a nuisance or pest.""
The word ""narcissist"" is defined as ""a person who is",['The birdwatcher was thrilled to spot a rare species of <nonce> during her early morning walk in the marshland.'],"The word ""<nonce>"" is defined as"
thrown into a state of agitated confusion; (`rattled' is an informal term),flustered,"""to make (someone) feel uncomfortable or nervous.""
The word ""uncomfortable"" is defined as ""not","[""Amidst the chaotic kitchen scene, Sarah's normally calm demeanor was replaced with a <nonce> expression, her hands shaking slightly as she attempted to salvage the burnt roast.""]","The word ""<nonce>"" is defined as"
a fan that moves air out of an enclosure,exhaust fan,"""a person who is a nuisance or pest.""
The word ""narcissist"" is defined as ""a person who has","['In the midst of the sweltering summer heat, the whirring noise of the <nonce> in the kitchen provided a sense of relief as it expelled the suffocating smoke from the burnt toast.']","The word ""<nonce>"" is defined as"
an abnormal yellow discoloration of the skin,xanthosis,"""a person who is a nuisance or pest."" The word ""pest"" is defined as ""a person or thing that is anno","['After gardening in the summer sun, Madeline noticed a hint of <nonce> spreading across the leaves of her favorite rose bush.']","The word ""<nonce>"" is defined as"
